"Player","Team","POS","ATT","YDS","TDS","REC","YDS","TDS","FL","FPTS"
"Robert Woods","PIT","WR129","0.0","0.0","0.0","17.4","180.7","1.2","0.1","25.0"
"Kalif Raymond","DET","WR130","0.0","4.0","0.0","14.7","185.7","1.2","0.6","24.9"
"Jahan Dotson","PHI","WR131","0.0","1.7","0.0","15.4","178.3","1.1","0.0","24.8"
"Taysom Hill","NO","TE53","0.0","50.0","1.0","12.3","104.7","0.7","0.3","24.8"
"Kyle Juszczyk","SF","RB92","6.7","26.8","0.4","14.1","136.3","1.1","0.4","24.2"
"Brashard Smith","KC","RB93","20.3","104.3","0.8","8.3","62.5","0.4","0.0","23.9"
"Gunnar Helm","TEN","TE54","0.0","0.0","0.0","18.3","182.3","1.0","0.4","23.5"
"Elijah Moore","BUF","WR132","0.0","1.3","0.0","14.5","159.6","1.2","0.0","23.4"
"Jeremy Ruckert","NYJ","TE55","0.0","0.0","0.0","18.7","161.5","1.2","0.0","23.4"
"Cade Stover","HOU","TE56","0.0","0.0","0.0","16.9","160.7","1.2","0.0","23.3"
"Chris Brooks","GB","RB94","30.9","139.4","0.9","5.0","32.1","0.0","0.0","22.9"
"Jalen Royals","KC","WR133","0.0","2.5","0.0","12.9","156.2","1.2","0.0","22.8"
"Jalin Hyatt","NYG","WR134","0.0","0.0","0.0","13.1","174.0","0.9","0.0","22.8"
"Isaac TeSlaa","DET","WR135","0.0","0.0","0.0","10.7","155.2","1.1","0.0","22.3"
"Clyde Edwards-Helaire","NO","RB95","41.5","126.7","0.6","5.6","42.7","0.3","0.1","22.1"
"Malachi Corley","NYJ","WR136","2.3","13.5","0.1","13.8","147.0","0.9","0.1","21.9"
"Adam Trautman","DEN","TE57","0.0","0.0","0.0","12.6","136.8","1.4","0.0","21.8"
"Xavier Hutchinson","HOU","WR137","0.0","0.0","0.0","14.0","151.9","1.0","0.0","21.0"
"Luke Schoonmaker","DAL","TE58","0.0","0.0","0.0","14.9","132.3","1.2","0.0","20.1"
"Kimani Vidal","LAC","RB96","35.4","105.4","0.6","5.4","41.2","0.3","0.0","20.0"
"Chris Rodriguez Jr.","WAS","RB97","33.0","121.8","0.9","1.8","13.4","0.0","0.0","19.3"
"Charlie Woerner","ATL","TE59","0.0","0.0","0.0","14.1","131.6","1.0","0.0","19.2"
"Sincere McCormick","LV","RB98","23.7","112.9","0.8","4.3","29.9","0.1","0.1","19.2"
"Michael Gallup","WAS","WR138","0.0","0.0","0.0","11.6","130.9","1.0","0.0","19.2"
"Emari Demercado","ARI","RB99","18.7","106.3","0.4","8.1","54.1","0.1","0.0","19.1"
"Jake Bobo","SEA","WR139","0.0","0.0","0.0","11.7","137.7","0.9","0.0","18.9"
"Daniel Bellinger","NYG","TE60","0.0","0.0","0.0","14.9","139.8","0.8","0.0","18.9"
"Jaylin Lane","WAS","WR140","2.2","13.5","0.1","10.4","120.0","0.8","0.1","18.7"
"Irvin Charles","NYJ","WR141","0.0","0.0","0.0","12.4","132.5","0.9","0.0","18.6"
"Ty Chandler","MIN","RB100","18.9","96.3","0.7","5.5","38.9","0.1","0.0","18.4"
"DJ Chark Jr.","ATL","WR142","0.0","0.0","0.0","9.4","128.2","0.9","0.0","18.3"
"Julian Hill","MIA","TE61","0.0","0.0","0.0","14.7","133.4","0.9","0.4","18.2"
"Jake Briningstool","KC","TE62","0.0","0.0","0.0","12.0","121.0","1.0","0.0","18.1"
"Cam Akers","NO","RB101","36.1","113.4","0.6","3.0","20.4","0.1","0.0","18.0"
"Arian Smith","NYJ","WR143","0.0","3.5","0.0","11.2","134.3","0.7","0.0","17.9"
"Jha'Quan Jackson","TEN","WR144","0.0","1.7","0.0","11.4","138.3","0.8","0.5","17.7"
"Jelani Woods","IND","TE63","0.0","0.0","0.0","7.0","117.0","1.0","0.0","17.7"
"Payne Durham","TB","TE64","0.0","0.0","0.0","10.8","104.6","1.2","0.0","17.6"
"Josh Whyle","TEN","TE65","0.0","0.0","0.0","15.3","139.2","0.6","0.0","17.6"
"Savion Williams","GB","WR145","4.4","16.4","0.1","9.1","104.8","0.8","0.0","17.5"
"Elijah Higgins","ARI","TE66","0.0","0.0","0.0","11.4","110.3","1.1","0.0","17.4"
"Keleki Latu","BUF","TE67","0.0","0.0","0.0","10.0","111.0","1.0","0.0","17.1"
"Mack Hollins","NE","WR146","0.0","1.7","0.0","9.2","115.4","0.9","0.1","17.1"
"Tim Jones","MIN","WR147","0.0","0.0","0.0","10.3","115.9","0.9","0.1","16.9"
"Erik Ezukanma","MIA","WR148","0.0","0.0","0.0","10.8","120.6","0.8","0.0","16.8"
"Xavier Restrepo","TEN","WR149","0.0","2.0","0.0","10.0","105.0","1.0","0.0","16.7"
"Darnell Washington","PIT","TE68","0.0","0.0","0.0","12.3","123.3","0.7","0.0","16.6"
"Johnny Mundt","JAC","TE69","0.0","0.0","0.0","13.4","115.6","0.8","0.0","16.6"
"Nate Adkins","DEN","TE70","0.0","0.0","0.0","8.5","69.8","1.6","0.0","16.5"
"KhaDarel Hodge","ATL","WR150","0.0","0.0","0.0","9.6","124.1","0.7","0.1","16.4"
"Grant Calcaterra","PHI","TE71","0.0","0.0","0.0","10.4","109.2","0.9","0.0","16.0"
"Kalel Mullings","TEN","RB102","10.4","96.5","0.6","3.0","21.8","0.0","0.0","15.8"
"Colby Parkinson","LAR","TE72","0.0","0.0","0.0","10.6","106.9","0.9","0.0","15.8"
"Damien Martinez","SEA","RB103","8.8","97.5","0.6","3.0","21.9","0.0","0.0","15.8"
"Connor Heyward","PIT","TE73","0.0","0.0","0.0","10.1","87.6","1.2","0.0","15.7"
"Dameon Pierce","HOU","RB104","4.5","81.6","0.7","5.8","40.1","0.1","1.0","15.4"
"Olamide Zaccheaus","CHI","WR151","1.1","6.0","0.0","9.4","99.7","0.7","0.1","14.8"
"Patrick Taylor Jr.","SF","RB105","29.1","89.6","0.4","2.9","21.5","0.2","0.0","14.5"
"DeAndre Carter","CLE","WR152","0.0","2.0","0.0","10.8","125.2","0.5","0.5","14.5"
"Tylan Wallace","BAL","WR153","0.0","1.7","0.0","6.7","90.0","0.9","0.0","14.4"
"Tyler Goodson","IND","RB106","16.5","67.0","0.3","4.3","30.3","0.3","0.0","13.7"
"Drew Ogletree","IND","TE74","0.0","0.0","0.0","6.9","86.9","0.8","0.0","13.6"
"Rasheen Ali","BAL","RB107","5.2","80.8","0.6","2.4","17.7","0.1","0.0","13.6"
"Jeremy McNichols","WAS","RB108","19.7","73.6","0.7","2.7","15.3","0.0","0.0","13.4"
"Jamal Agnew","ATL","WR154","0.0","0.0","0.0","8.9","89.2","0.7","0.1","13.2"
"Raheem Blackshear","CAR","RB109","30.4","86.8","0.5","2.8","20.5","0.1","0.5","13.2"
"Simi Fehoko","ARI","WR155","0.0","0.0","0.0","7.6","91.5","0.7","0.0","13.1"
"Michael Burton","DEN","RB110","6.7","14.6","0.6","7.1","45.6","0.6","0.0","13.0"
"Cedrick Wilson Jr.","NO","WR156","0.0","2.0","0.0","8.2","92.8","0.5","0.0","12.5"
"Craig Reynolds","DET","RB111","8.5","38.0","0.1","6.9","55.9","0.4","0.0","12.3"
"Travis Homer","CHI","RB112","22.2","71.6","0.3","3.3","25.0","0.1","0.0","12.3"
"Ronnie Rivers","LAR","RB113","31.7","90.4","0.5","0.3","2.3","0.0","0.0","12.2"
"Pharaoh Brown","MIA","TE75","0.0","0.0","0.0","10.0","93.3","0.5","0.0","12.1"
"Teagan Quitoriano","ATL","TE76","0.0","0.0","0.0","5.5","89.5","0.5","0.0","12.0"
"Lawrence Cager","WAS","WR157","0.0","0.0","0.0","5.5","57.0","1.0","0.0","11.7"
"Alec Ingold","MIA","RB114","8.9","21.2","0.6","6.1","44.1","0.4","0.4","11.6"
"KeAndre Lambert-Smith","LAC","WR158","0.0","3.0","0.0","5.9","77.7","0.6","0.0","11.4"
"Pierre Strong Jr.","CLE","RB115","15.0","51.3","0.2","5.6","42.4","0.1","0.0","11.4"
"C.J. Ham","MIN","RB116","3.0","13.6","1.0","5.3","34.8","0.1","0.0","11.3"
"Drew Sample","CIN","TE77","0.0","0.0","0.0","9.2","73.0","0.7","0.0","11.3"
"Michael Carter","ARI","RB117","9.6","41.2","0.2","6.6","44.9","0.3","0.0","11.3"
"Hunter Renfrow","CAR","WR159","0.0","0.0","0.0","9.3","89.7","0.4","0.0","11.3"
"Gavin Bartholomew","MIN","TE78","0.0","0.0","0.0","7.0","75.0","0.6","0.0","11.0"
"Devontez Walker","BAL","WR160","0.0","1.7","0.0","4.9","68.5","0.6","0.0","10.8"
"Bo Melton","GB","WR161","0.0","0.0","0.0","6.2","73.9","0.6","0.0","10.7"
"Brevyn Spann-Ford","DAL","TE79","0.0","0.0","0.0","7.3","69.6","0.6","0.0","10.7"
"LeQuint Allen Jr.","JAC","RB118","4.0","50.9","0.6","3.0","22.0","0.0","0.0","10.6"
"Ben Skowronek","PIT","WR162","0.0","0.0","0.0","6.5","72.2","0.5","0.0","10.3"
"Lucas Krull","DEN","TE80","0.0","0.0","0.0","8.3","79.8","0.4","0.0","10.3"
"Carson Steele","KC","RB119","27.3","70.3","0.3","4.1","22.0","0.1","0.7","10.2"
"Quintin Morris","JAC","TE81","0.0","0.0","0.0","7.9","70.6","0.5","0.0","10.1"
"Devin Culp","TB","TE82","0.0","0.0","0.0","6.1","65.6","0.6","0.0","10.1"
"Charlie Kolar","BAL","TE83","0.0","1.0","0.0","5.7","71.7","0.4","0.0","9.9"
"Jordan Mims","TEN","RB120","14.8","62.1","0.3","2.0","14.1","0.1","0.0","9.9"
"Tanner McLachlan","CIN","TE84","0.0","0.0","0.0","7.0","68.5","0.5","0.0","9.9"
"Hunter Long","JAC","TE85","0.0","0.0","0.0","8.4","76.2","0.4","0.0","9.8"
"Giovanni Ricci","MIN","TE86","0.0","0.0","0.0","8.0","96.0","0.0","0.0","9.6"
"Luke Farrell","SF","TE87","0.0","0.0","0.0","7.1","68.6","0.4","0.0","9.5"
"Brenden Bates","CLE","TE88","0.0","0.0","0.0","6.5","61.7","0.5","0.0","9.4"
"Jaheim Bell","NE","TE89","0.0","0.0","0.0","6.4","64.1","0.5","0.0","9.4"
"Jamari Thrash","CLE","WR163","0.0","0.0","0.0","7.0","80.6","0.2","0.1","9.4"
"John Bates","WAS","TE90","0.0","0.0","0.0","5.9","54.9","0.6","0.0","9.3"
"Israel Abanikanda","GB","RB121","13.3","54.8","0.4","1.3","10.7","0.1","0.0","9.2"
"Maurice Alexander","CHI","WR164","0.0","0.0","0.0","6.3","68.1","0.4","0.0","9.2"
"Blake Whiteheart","CLE","TE91","0.0","0.0","0.0","6.5","58.8","0.6","0.0","9.2"
"Samori Toure","CHI","WR165","0.0","0.0","0.0","6.1","67.6","0.4","0.0","9.2"
"Kenny Yeboah","DET","TE92","0.0","0.0","0.0","6.0","61.4","0.5","0.0","9.1"
"Dante Pettis","NO","WR166","2.1","9.7","0.0","6.0","69.4","0.2","0.0","9.1"
"Xavier Weaver","ARI","WR167","0.0","0.0","0.0","5.2","61.3","0.5","0.0","9.0"
"Malik Heath","GB","WR168","0.0","0.0","0.0","5.5","62.2","0.5","0.0","8.9"
"David Moore","CAR","WR169","0.0","0.0","0.0","5.8","72.0","0.3","0.0","8.9"
"Tommy Mellott","LV","QB1","4.0","24.1","0.2","3.7","43.6","0.2","0.0","8.8"
"Eric Saubert","SEA","TE93","0.0","0.0","0.0","6.9","60.8","0.5","0.0","8.8"
"Luke Lachey","HOU","TE94","0.0","0.0","0.0","5.5","56.5","0.5","0.0","8.7"
"Travis Vokolek","ARI","TE95","0.0","0.0","0.0","5.5","55.5","0.5","0.0","8.6"
"Brayden Willis","SF","TE96","0.0","0.0","0.0","4.5","54.5","0.5","0.0","8.5"
"Hassan Haskins","LAC","RB122","16.0","36.3","0.3","1.7","14.7","0.3","0.3","8.4"
"Ian Thomas","LV","TE97","0.0","0.0","0.0","6.6","59.0","0.4","0.0","8.3"
"Dare Ogunbowale","HOU","RB123","6.6","28.8","0.1","4.9","37.6","0.2","0.0","8.3"
"Stone Smartt","NYJ","TE98","0.0","0.0","0.0","5.5","66.7","0.4","0.3","8.2"
"Johnny Wilson","PHI","WR170","0.0","0.0","0.0","4.4","55.3","0.4","0.0","8.1"
"Caleb Lohner","DEN","TE99","0.0","0.0","0.0","5.5","51.0","0.5","0.0","8.1"
"Moliki Matavao","NO","TE100","0.0","0.0","0.0","5.0","51.0","0.5","0.0","8.1"
"Cam Grandy","CIN","TE101","0.0","0.0","0.0","6.2","54.0","0.4","0.0","8.1"
"Ben Sims","GB","TE102","0.0","0.0","0.0","5.0","50.5","0.5","0.0","8.1"
"Julius Chestnut","TEN","RB124","9.9","30.3","0.1","4.4","31.6","0.2","0.0","7.9"
"Frank Gore Jr.","BUF","RB125","10.2","42.8","0.2","2.0","14.9","0.1","0.0","7.7"
"Jared Wiley","KC","TE103","0.0","0.0","0.0","5.4","53.4","0.4","0.0","7.7"
"Justin Watson","HOU","WR171","0.0","0.0","0.0","4.4","60.1","0.3","0.0","7.7"
"Derius Davis","LAC","WR172","10.5","35.4","0.2","2.8","31.2","0.1","0.6","7.5"
"Patrick Ricard","BAL","RB126","4.1","11.5","0.1","3.4","28.0","0.5","0.0","7.5"
"Greg Dulcich","NYG","TE104","0.0","0.0","0.0","5.0","52.5","0.3","0.0","7.3"
"Sterling Shepard","TB","WR173","0.0","5.5","0.0","4.9","48.1","0.3","0.0","7.2"
"Deuce Vaughn","DAL","RB127","9.0","35.4","0.1","3.1","21.4","0.1","0.0","7.0"
"Gary Brightwell","CIN","RB128","8.1","33.8","0.2","2.4","16.7","0.1","0.0","6.8"
"Durham Smythe","CHI","TE105","0.0","0.0","0.0","5.4","45.6","0.4","0.0","6.6"
"Chris Manhertz","NYG","TE106","0.0","0.0","0.0","4.9","43.3","0.4","0.0","6.6"
"Tyquan Thornton","KC","WR174","0.0","0.0","0.0","3.4","45.9","0.3","0.0","6.4"
"Charlie Jones","CIN","WR175","0.0","1.7","0.0","4.0","46.4","0.3","0.0","6.4"
"Robert Tonyan","KC","TE107","0.0","0.0","0.0","4.7","43.3","0.3","0.0","6.3"
"Kendric Pryor","CIN","WR176","0.0","0.0","0.0","3.9","41.7","0.3","0.0","6.2"
"Jonathan Mingo","DAL","WR177","0.0","0.0","0.0","4.2","49.8","0.2","0.0","6.2"
"Trishton Jackson","ARI","WR178","0.0","0.0","0.0","3.4","40.6","0.3","0.0","6.1"
"Jordan Watkins","SF","WR179","4.4","15.8","0.1","2.6","32.7","0.1","0.0","6.0"
"Eric Gray","NYG","RB129","11.9","42.7","0.2","1.9","14.4","0.1","0.5","6.0"
"Jashaun Corbin","ATL","RB130","9.3","35.1","0.2","1.5","10.6","0.0","0.0","5.7"
"Chris Blair","ATL","WR180","0.0","0.0","0.0","3.5","38.7","0.3","0.0","5.4"
"Dareke Young","SEA","WR181","0.0","0.0","0.0","3.4","39.8","0.2","0.0","5.4"
"Cody White","SEA","WR182","0.0","0.0","0.0","3.4","39.7","0.2","0.0","5.4"
"Jalen Brooks","DAL","WR183","0.0","0.0","0.0","3.4","39.1","0.2","0.0","5.3"
"John Metchie III","PHI","WR184","0.0","0.0","0.0","3.5","39.4","0.2","0.0","5.2"
"Mo Alie-Cox","IND","TE108","0.0","0.0","0.0","3.1","37.0","0.3","0.0","5.2"
"Tre' McKitty","HOU","TE109","0.0","0.0","0.0","4.1","40.1","0.2","0.0","5.1"
"Bryce Oliver","TEN","WR185","0.0","0.0","0.0","3.4","38.2","0.2","0.0","5.1"
"Davis Allen","LAR","TE110","0.0","0.0","0.0","4.1","38.4","0.2","0.0","5.1"
"Tip Reiman","ARI","TE111","0.0","0.0","0.0","4.4","43.0","0.1","0.0","5.0"
"Irv Smith Jr.","HOU","TE112","0.0","0.0","0.0","4.0","33.7","0.3","0.0","5.0"
"Austin Trammell","JAC","WR186","0.0","0.0","0.0","3.4","40.1","0.2","0.0","5.0"
"Xavier Gipson","NYJ","WR187","0.0","2.5","0.0","4.2","54.3","0.0","0.5","4.9"
"Darrynton Evans","BUF","RB131","5.1","21.3","0.1","1.9","15.3","0.1","0.0","4.9"
"Will Mallory","IND","TE113","0.0","0.0","0.0","2.9","31.3","0.3","0.0","4.9"
"Hunter Luepke","DAL","RB132","4.2","14.6","0.1","3.9","26.6","0.1","0.0","4.8"
"Britain Covey","LAR","WR188","2.2","13.7","0.1","1.8","21.0","0.1","0.0","4.8"
"Dee Eskridge","MIA","WR189","0.0","1.7","0.0","3.0","32.8","0.2","0.0","4.7"
"Miles Boykin","CHI","WR190","0.0","0.0","0.0","3.1","35.8","0.2","0.0","4.6"
"Dominique Dafney","CAR","TE114","0.0","0.0","0.0","3.6","34.4","0.2","0.0","4.5"
"DeeJay Dallas","ARI","RB133","5.8","22.2","0.1","3.2","21.4","0.1","0.5","4.4"
"Lil'Jordan Humphrey","NYG","WR191","0.0","0.0","0.0","4.0","44.0","0.0","0.0","4.4"
"Kylen Granson","PHI","TE115","0.0","0.0","0.0","3.0","33.3","0.2","0.0","4.3"
"Mitchell Evans","CAR","TE116","0.0","0.0","0.0","4.0","39.7","0.1","0.0","4.3"
"Brycen Tremayne","CAR","WR192","0.0","0.0","0.0","3.0","32.8","0.2","0.0","4.3"
"Scotty Miller","PIT","WR193","0.0","0.0","0.0","3.1","37.4","0.1","0.0","4.2"
"Tucker Fisk","LAC","TE117","0.0","0.0","0.0","3.3","31.8","0.2","0.0","4.1"
"J.J. Taylor","HOU","RB134","0.0","0.0","0.0","4.2","28.0","0.2","0.0","4.1"
"David Bell","CLE","WR194","0.0","0.0","0.0","3.9","39.1","0.0","0.0","4.0"
"Trey Sermon","PIT","RB135","5.0","20.8","0.1","1.6","11.5","0.1","0.0","3.9"
"Tyler Scott","CHI","WR195","0.0","1.7","0.0","2.7","29.4","0.1","0.0","3.9"
"Devin Duvernay","CHI","WR196","0.0","2.0","0.0","3.5","34.5","0.2","0.5","3.8"
"Mecole Hardman Jr.","GB","WR197","0.0","2.0","0.0","3.0","33.6","0.2","0.5","3.8"
"Zonovan Knight","ARI","RB136","2.4","10.1","0.1","2.1","15.3","0.1","0.0","3.6"
"Tanner Hudson","CIN","TE118","0.0","0.0","0.0","3.0","26.3","0.2","0.0","3.6"
"Nick Nash","ATL","WR198","0.0","0.0","0.0","3.0","35.0","0.0","0.0","3.5"
"Elijah Dotson","ATL","RB137","2.6","10.9","0.1","2.0","13.8","0.1","0.0","3.5"
"Velus Jones Jr.","NO","WR199","2.4","10.5","0.1","1.9","13.6","0.1","0.0","3.4"
"Jackson Hawes","BUF","TE119","0.0","0.0","0.0","2.9","29.8","0.1","0.0","3.4"
"Terrell Jennings","NE","RB138","2.4","10.1","0.1","1.9","14.6","0.1","0.0","3.3"
"Ainias Smith","PHI","WR200","0.0","0.0","0.0","2.2","24.7","0.1","0.0","3.3"
"Tez Johnson","TB","WR201","0.0","0.0","0.0","2.1","25.1","0.1","0.0","3.1"
"Erick All Jr.","CIN","TE120","0.0","0.0","0.0","2.3","20.3","0.2","0.0","3.1"
"Tanner Conner","MIA","TE121","0.0","0.0","0.0","2.1","20.5","0.2","0.0","2.9"
"Zach Davidson","BUF","TE122","0.0","0.0","0.0","1.9","19.0","0.2","0.0","2.9"
"Ryan Flournoy","DAL","WR202","0.0","0.0","0.0","1.9","20.7","0.1","0.0","2.9"
"Jacob Cowing","SF","WR203","0.0","8.5","0.0","1.1","14.9","0.1","0.0","2.8"
"Anthony Gould","IND","WR204","0.0","2.5","0.0","1.7","22.4","0.0","0.0","2.7"
"Laviska Shenault Jr.","BUF","WR205","0.0","0.0","0.0","1.8","19.5","0.1","0.0","2.7"
"Jack Stoll","NO","TE123","0.0","0.0","0.0","2.5","23.7","0.0","0.0","2.6"
"Ashton Dulin","IND","WR206","0.0","1.7","0.0","1.6","19.6","0.1","0.0","2.6"
"David Martin-Robinson","TEN","TE124","0.0","0.0","0.0","1.9","18.6","0.1","0.0","2.6"
"Trent Sherfield Sr.","DEN","WR207","0.0","0.0","0.0","1.8","20.9","0.1","0.0","2.6"
"Feleipe Franks","ATL","QB2","0.0","0.0","0.0","1.8","17.7","0.1","0.0","2.5"
"Isaiah Williams","CIN","WR208","0.0","0.0","0.0","1.6","18.4","0.1","0.0","2.5"
"Steven Sims Jr.","SEA","WR209","0.0","0.0","0.0","1.7","17.9","0.1","0.0","2.5"
"Tank Dell","HOU","WR210","0.0","0.0","0.0","2.0","24.0","0.0","0.0","2.4"
"Isaiah Neyor","GB","WR211","0.0","0.0","0.0","2.0","24.0","0.0","0.0","2.4"
"Jase McClellan","TB","RB139","0.0","17.0","0.0","1.0","7.0","0.0","0.0","2.4"
"Kevin Austin Jr.","NO","WR212","0.0","0.0","0.0","1.8","18.9","0.1","0.0","2.4"
"Zach Pascal","NYG","WR213","0.0","0.0","0.0","1.5","17.8","0.1","0.0","2.3"
"James Mitchell","CAR","TE125","0.0","0.0","0.0","1.8","17.3","0.1","0.0","2.2"
"Dylan Laube","LV","RB140","0.0","10.0","0.0","1.5","11.0","0.0","0.0","2.1"
"Carlos Washington Jr.","ATL","RB141","0.0","15.0","0.0","0.5","3.5","0.0","0.0","1.9"
"Scott Matlock","LAC","DT1","0.0","0.0","0.0","2.2","14.7","0.1","0.0","1.8"
"Raheim Sanders","LAC","RB142","0.0","10.5","0.0","1.0","7.5","0.0","0.0","1.8"
"Jimmy Horn Jr.","CAR","WR214","0.0","0.0","0.0","1.5","18.0","0.0","0.0","1.8"
"Trey Palmer","TB","WR215","0.0","0.0","0.0","0.9","9.8","0.1","0.0","1.5"
"Jason Brownlee","KC","WR216","0.0","0.0","0.0","1.0","14.0","0.0","0.0","1.4"
"Tyler Badie","DEN","RB143","0.0","10.5","0.0","0.5","3.5","0.0","0.0","1.4"
"Phil Mafah","DAL","RB144","0.0","10.5","0.0","0.5","3.5","0.0","0.0","1.4"
"Jeff Wilson Jr.","SF","RB145","0.0","10.5","0.0","0.5","3.5","0.0","0.0","1.4"
"Trayveon Williams","CLE","RB146","1.2","5.1","0.0","1.0","7.0","0.0","0.0","1.4"
"Braxton Berrios","HOU","WR217","0.0","2.5","0.0","1.0","10.5","0.0","0.0","1.3"
"Chris Moore","WAS","WR218","0.0","0.0","0.0","1.0","13.0","0.0","0.0","1.3"
"LaJohntay Wester","BAL","WR219","0.0","0.0","0.0","1.0","12.0","0.0","0.0","1.2"
"George Holani","SEA","RB147","0.0","8.5","0.0","0.5","3.5","0.0","0.0","1.2"
"D'Ernest Johnson","BAL","RB148","0.0","8.5","0.0","0.5","3.5","0.0","0.0","1.2"
"Casey Washington","ATL","WR220","0.0","0.0","0.0","0.7","8.1","0.1","0.0","1.2"
"Nick Vannett","MIN","TE126","0.0","0.0","0.0","1.0","10.0","0.0","0.0","1.0"
"Avery Williams","PHI","RB149","1.4","5.7","0.0","1.6","10.9","0.1","0.5","1.0"
"Keilan Robinson","PHI","RB150","0.0","2.0","0.0","1.0","7.0","0.0","0.0","0.9"
"Sione Vaki","DET","RB151","0.0","4.5","0.0","0.5","3.5","0.0","0.0","0.8"
"JaMycal Hasty","NE","RB152","0.0","4.0","0.0","0.5","3.5","0.0","0.0","0.8"
"Nikko Remigio","KC","WR221","0.0","0.0","0.0","0.5","6.5","0.0","0.0","0.7"
"Harrison Bryant","HOU","TE127","0.0","0.0","0.0","0.5","5.5","0.0","0.0","0.6"
"Ihmir Smith-Marsette","NYG","WR222","0.0","2.5","0.0","0.8","9.5","0.1","0.5","0.5"
"Trenton Irwin","JAC","WR223","0.0","5.0","0.0","0.0","0.0","0.0","0.0","0.5"
"Xavier Smith","LAR","WR224","0.0","2.5","0.0","1.0","11.0","0.0","0.5","0.4"
"Tom Kennedy","DET","WR225","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Mason Kinsey","TEN","WR226","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Laquon Treadwell","IND","WR227","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"River Cracraft","WAS","WR228","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Trent Taylor","SF","WR229","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Keith Kirkwood","BAL","WR230","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Phillip Dorsett II","LV","WR231","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Equanimeous St. Brown","SF","WR232","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Tyree Jackson","WAS","TE128","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Stephen Carlson","CHI","TE129","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Josiah Deguara","ARI","TE130","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Dalton Keene","HOU","TE131","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Albert Okwuegbunam Jr.","LV","TE132","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Sean McKeon","IND","TE133","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Shane Zylstra","DET","TE134","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Tyler Mabry","CAR","TE135","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Ko Kieft","TB","TE136","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Cole Turner","WAS","TE137","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"John FitzPatrick","GB","TE138","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Nick Muse","PHI","TE139","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Jake Tonges","SF","TE140","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Nikola Kalinic","ATL","TE141","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Cameron Latu","PHI","TE142","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Justin Shorter","LV","WR233","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Zack Kuntz","NYJ","TE143","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Princeton Fant","DAL","TE144","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Cole Fotheringham","NE","TE145","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"John Stephens Jr.","DAL","WR234","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Colson Yankoff","WAS","TE146","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Thomas Odukoya","TEN","TE147","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"E.J. Jenkins","PHI","TE148","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Baylor Cupp","BAL","TE149","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Jack Westover","NE","TE150","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Thomas Fidone II","NYG","TE151","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Matt Sokol","BUF","TE152","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Mitchell Wilcox","MIA","TE153","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Myles Gaskin","BAL","RB153","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Nyheim Miller-Hines","LAC","RB154","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Mike Boone","MIA","RB155","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Andrew Beck","NYJ","TE154","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
